,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,1937.0,合算地,15500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Coolidge,500,232701,1,2
,Madison,Nixson,2000,26401,2,7
,Monroe,Polk,2500,108001,3,1
,Fillmore,Ford,2000,168001,4,4
,Buchanan,Polk,3500,247901,1,1
,Hayes,Truman,3500,218701,2,3
,Cleveland,Bush,2500,33800,4,6
,総取引における距離の平均,2357.0,合算地,16500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Adams,1500,69801,2,7
,Nixson,Taylor,3500,309801,2,3
,Ford,Jackson,2000,115201,5,5
,Carter,Hoover,500,302401,3,1
,Clinton,Tyler,1000,348001,1,1
,Obama,Roosevelt,2000,45800,3,8
,Washington,Taft,2500,97001,3,6
,Polk,Garfield,500,336001,1,2
,総取引における距離の平均,1687.0,合算地,13500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,9,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jefferson,Reagan,1000,45801,5,5
,Jackson,Carter,1500,198001,4,4
,Tyler,Washington,3500,312801,1,1
,Taylor,Obama,3500,264801,3,3
,Garfield,Johnson,2500,33800,6,6
,Arthur,Clinton,1500,309801,1,1
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,4,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Lincoln,2500,193300,2,2
,Hoover,Arthur,2000,257501,1,1
,総取引における距離の平均,2250.0,合算地,4500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,12,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Harrison,3000,108000,2,2
,Lincoln,Mckinley,1500,108001,1,1
,総取引における距離の平均,2250.0,合算地,4500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,11,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Buchanan,Buren,2000,247900,2,3
,Harrison,Cleveland,500,309801,1,1
,Mckinley,Hayes,500,302401,2,2
,総取引における距離の平均,1000.0,合算地,3000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,14,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Grant,4500,245001,3,3
,Kennedy,Coolidge,2000,94400,3,7
,Carter,Buchanan,1000,302401,2,2
,Washington,Monroe,1500,97001,2,5
,Cleveland,Fillmore,500,33801,3,8
,総取引における距離の平均,1900.0,合算地,9500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,16,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Obama,Tyler,500,45801,2,7
,Coolidge,Arthur,1500,74801,4,5
,Monroe,Washington,1500,108001,1,3
,Fillmore,Taylor,3500,168001,2,1
,Buren,Clinton,2000,94401,1,8
,Grant,Carter,2000,74801,2,6
,総取引における距離の平均,1833.0,合算地,11000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,12,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Hoover,1500,158801,6,9
,Nixson,Obama,1000,309801,1,4
,Taft,Reagan,1000,193301,3,8
,Clinton,Garfield,1000,348001,1,1
,Tyler,Pierce,3500,312801,2,2
,Taylor,Jefferson,1000,264801,4,5
,Hayes,Truman,3500,218701,6,7
,Arthur,Madison,3000,309801,3,1
,総取引における距離の平均,1937.0,合算地,15500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Roosevelt,500,69801,2,7
,Hoover,Jackson,2000,257501,2,2
,Truman,Taft,2000,257501,3,3
,Madison,Roosevelt,2000,26401,5,7
,Pierce,Polk,4000,309801,1,1
,Garfield,Kennedy,2000,33801,3,6
,総取引における距離の平均,2083.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Johnson,1000,1,1,6
,Roosevelt,Lincoln,3000,2,1,2
,Jackson,Jefferson,1500,2,2,2
,Polk,Adams,2000,2,3,3
,Buchanan,Eisenhower,3000,2,1,5
,Mckinley,Nixson,3500,2,3,6
,総取引における距離の平均,2333.0,合算地,14000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Carter,Buchanan,1000,1,2,4
,Adams,Mckinley,1500,2,1,2
,Jefferson,Harrison,2500,2,2,2
,Lincoln,Cleveland,2500,2,3,3
,総取引における距離の平均,1875.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
