,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,Mckinley,Fillmore,1500,302401,2,4
,総取引における距離の平均,2350.0,合算地,23500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,12,
,売れた家の数,10,買えた家の数,10,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Carter,Mckinley,2000,302401,1,2
,Obama,Kennedy,1500,45801,1,8
,Jefferson,Johnson,2500,45801,5,9
,Monroe,Bush,2500,108001,1,6
,Jackson,Eisenhower,3500,198001,1,4
,Polk,Truman,3500,336001,1,1
,Fillmore,Clinton,1500,168001,2,5
,Buchanan,Madison,500,247901,3,3
,Grant,Adams,1500,74801,1,10
,総取引における距離の平均,2111.0,合算地,19000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Harrison,2500,69801,4,5
,Hoover,Polk,2000,257501,2,2
,Ford,Monroe,1500,115201,4,4
,Adams,Jackson,1000,232701,3,3
,Madison,Taft,1500,26400,2,7
,Garfield,Jefferson,4000,33801,1,6
,総取引における距離の平均,2083.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Clinton,Taylor,4000,348001,1,1
,Harrison,Washington,3000,309800,2,2
,総取引における距離の平均,3500.0,合算地,7000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,7,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Ford,1500,94400,2,3
,Washington,Hayes,3000,97001,1,2
,Taylor,Cleveland,4000,264801,1,1
,総取引における距離の平均,2833.0,合算地,8500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Truman,1500,108001,2,4
,Lincoln,Buren,1500,108001,3,4
,Hayes,Mckinley,500,218701,1,2
,Arthur,Tyler,500,309801,1,5
,総取引における距離の平均,1000.0,合算地,4000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,15,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Truman,Buchanan,2000,257501,3,3
,Tyler,Arthur,500,312801,1,1
,Fillmore,Polk,1000,168001,1,4
,Buren,Jackson,500,94400,3,5
,Cleveland,Pierce,3500,33801,1,6
,Mckinley,Lincoln,1500,302401,2,2
,総取引における距離の平均,1500.0,合算地,9000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Reagan,500,108001,5,6
,Hoover,Carter,500,257501,1,3
,Jefferson,Grant,2000,45801,3,1
,Jackson,Obama,2000,198001,4,5
,Pierce,Fillmore,3000,309801,2,2
,Buchanan,Madison,500,247901,3,4
,総取引における距離の平均,1416.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,13,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Garfield,3500,115201,2,3
,Carter,Monroe,1000,302401,2,2
,Obama,Clinton,500,45801,1,5
,Madison,Jefferson,500,26401,1,6
,Grant,Hoover,2500,74801,1,4
,総取引における距離の平均,1600.0,合算地,8000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Roosevelt,1000,245001,1,4
,Eisenhower,Taylor,2000,158801,3,7
,Monroe,Nixson,2500,108001,4,6
,Polk,Coolidge,1500,336001,2,2
,Harrison,Ford,2000,309801,3,3
,総取引における距離の平均,1800.0,合算地,9000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Adams,1500,69801,5,5
,Nixson,Hayes,4000,309801,2,1
,Clinton,Harrison,2500,348001,1,6
,Coolidge,Washington,2500,74801,4,4
,Taylor,Lincoln,1500,264801,3,3
,Garfield,Harrison,1500,33801,4,6
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Mckinley,1500,2,1,5
,Washington,Arthur,4000,2,2,2
,Lincoln,Fillmore,2000,2,3,3
,Hayes,Reagan,3500,2,4,4
,Cleveland,Eisenhower,3000,2,5,6
,Harrison,Bush,3000,2,5,5
,総取引における距離の平均,2833.0,合算地,17000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Jackson,Truman,2500,2,4,6
,Tyler,Cleveland,1000,2,3,1
,Fillmore,Cleveland,500,2,1,1
,Buren,Hoover,1500,2,1,5
,Arthur,Buchanan,3500,2,2,2
,Mckinley,Pierce,2500,2,3,3
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
