,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,2222.0,合算地,20000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,12,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Coolidge,Truman,2000,74800,2,4
,Madison,Fillmore,2000,26401,3,5
,Taylor,Jackson,2500,264801,1,3
,Arthur,Garfield,500,309801,1,1
,Mckinley,Buren,1000,302401,2,2
,総取引における距離の平均,1600.0,合算地,8000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,7,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Reagan,1000,94401,1,6
,Truman,Nixson,2500,257501,1,4
,Jackson,Bush,3000,198001,2,1
,Fillmore,Eisenhower,2500,168000,3,3
,Buren,Obama,1500,94401,3,5
,総取引における距離の平均,2100.0,合算地,10500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,5,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Kennedy,1000,69801,2,4
,Nixson,Clinton,500,309801,1,1
,Ford,Taft,1500,115201,2,2
,Obama,Johnson,2000,45800,1,5
,Grant,Roosevelt,3500,74801,1,3
,総取引における距離の平均,1700.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Grant,3000,193301,2,2
,Clinton,Harrison,2500,348001,1,1
,Monroe,Lincoln,500,108000,3,3
,総取引における距離の平均,2000.0,合算地,6000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,12,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Garfield,3000,158801,1,4
,Washington,Monroe,1500,97000,6,6
,Tyler,Polk,500,312801,1,1
,Lincoln,Buchanan,500,108001,5,5
,Hayes,Pierce,2000,218701,1,1
,Harrison,Cleveland,500,309801,1,2
,総取引における距離の平均,1333.0,合算地,8000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Madison,Hayes,2000,26401,3,9
,Polk,Hayes,3000,336001,1,9
,Taylor,Hoover,2500,264801,2,5
,Pierce,Tyler,3500,309801,2,2
,Buchanan,Coolidge,2000,247901,4,6
,Garfield,Ford,3500,33801,4,7
,Arthur,Washington,4000,309801,3,3
,Cleveland,Johnson,3500,33801,2,8
,Mckinley,Eisenhower,4000,302401,1,1
,総取引における距離の平均,3111.0,合算地,28000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,11,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Arthur,3000,245001,2,2
,Hoover,Mckinley,2500,257501,1,1
,Coolidge,Buren,1000,74801,6,6
,Adams,Taylor,2500,232701,1,3
,Jackson,Madison,1000,198000,6,5
,総取引における距離の平均,2000.0,合算地,10000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,10,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Jackson,3000,309801,1,1
,Jefferson,Obama,2500,45800,1,4
,Buren,Adams,500,94401,2,3
,Hayes,Grant,500,218701,1,2
,総取引における距離の平均,1625.0,合算地,6500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,7,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Jefferson,1500,108001,1,1
,Taft,Monroe,2000,193301,1,2
,Ford,Carter,500,115201,2,3
,Clinton,Fillmore,1500,348001,1,5
,Obama,Nixson,1000,45801,5,6
,総取引における距離の平均,1300.0,合算地,6500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,9,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Clinton,2500,108001,4,5
,Reagan,Bush,500,69800,1,7
,Carter,Lincoln,1500,302401,1,1
,Monroe,Ford,1500,108001,4,5
,Fillmore,Washington,3000,168001,2,3
,Grant,Truman,3000,74801,1,6
,Harrison,Taft,2500,309801,1,1
,総取引における距離の平均,2071.0,合算地,14500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Buchanan,3000,2,1,6
,Truman,Mckinley,3000,2,1,1
,Washington,Harrison,3000,2,2,2
,Tyler,Garfield,1000,2,3,6
,Taylor,Pierce,500,2,1,6
,Lincoln,Arthur,3000,2,3,3
,総取引における距離の平均,2250.0,合算地,13500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Coolidge,Reagan,1000,2,2,7
,Jackson,Roosevelt,3000,2,6,7
,Pierce,Taylor,500,2,1,1
,Buchanan,Tyler,3000,2,2,2
,Garfield,Polk,500,2,3,3
,Arthur,Madison,3000,2,4,4
,Mckinley,Adams,1500,2,5,5
,総取引における距離の平均,1785.0,合算地,12500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
