,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,1937.0,合算地,15500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,14,買いたい家の数,9,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Clinton,2000,158801,2,1
,Bush,Adams,2000,108001,2,8
,Nixson,Obama,1000,309801,2,2
,Fillmore,Monroe,1500,168001,4,6
,Pierce,Clinton,3500,309801,1,1
,Buchanan,Jackson,1500,247901,3,4
,Hayes,Washington,3000,218701,5,5
,Cleveland,Jefferson,3000,33801,4,9
,Mckinley,Lincoln,1500,302401,2,3
,総取引における距離の平均,2111.0,合算地,19000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Clinton,Hayes,3500,348001,1,1
,Obama,Nixson,1000,45801,2,5
,Adams,Hoover,1000,232701,1,1
,Washington,Ford,1000,97001,4,4
,Jefferson,Reagan,1000,45801,3,6
,Jackson,Taft,2500,198001,2,3
,総取引における距離の平均,1666.0,合算地,10000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Truman,2000,94400,2,2
,Reagan,Carter,1000,69801,3,3
,Hoover,Coolidge,500,257501,1,1
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,5,買いたい家の数,6,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Truman,Taft,2000,257501,2,3
,Carter,Garfield,3000,302401,1,2
,Coolidge,Bush,1500,74801,3,4
,Madison,Eisenhower,2500,26400,1,5
,Arthur,Kennedy,2500,309801,1,1
,総取引における距離の平均,2300.0,合算地,11500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,6,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Madison,2000,108000,1,3
,Taft,Harrison,2500,193301,1,1
,Ford,Taylor,1500,115201,1,2
,Buren,Arthur,1500,94401,1,4
,Garfield,Lincoln,3500,33801,5,5
,総取引における距離の平均,2200.0,合算地,11000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,8,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Fillmore,3000,245001,3,6
,Nixson,Buchanan,2500,309801,3,3
,Tyler,Roosevelt,2500,312801,1,7
,Taylor,Buren,3000,264801,3,5
,Pierce,Buren,2500,309801,2,5
,Lincoln,Roosevelt,3000,108001,2,7
,Grant,Monroe,1000,74801,2,8
,Harrison,Cleveland,500,309801,1,1
,総取引における距離の平均,2250.0,合算地,18000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,10,
,売れた家の数,10,買えた家の数,10,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Ford,1000,108001,1,7
,Roosevelt,Pierce,2000,108001,1,4
,Clinton,Polk,500,348001,1,1
,Washington,Jackson,2000,97001,1,8
,Monroe,Hayes,1500,108001,3,6
,Fillmore,Pierce,3000,168001,3,4
,Buren,Tyler,1000,94401,5,9
,Buchanan,Grant,1000,247901,2,3
,Cleveland,Jefferson,3000,33801,3,10
,総取引における距離の平均,1666.0,合算地,15000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Mckinley,4000,158801,5,5
,Kennedy,Nixson,500,94401,2,6
,Jackson,Clinton,2500,198001,4,4
,Pierce,Washington,1000,309801,2,2
,Hayes,Adams,2000,218701,3,3
,総取引における距離の平均,2000.0,合算地,10000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Obama,1000,232701,3,3
,Jefferson,Madison,500,45801,3,4
,Mckinley,Coolidge,2000,302401,2,2
,総取引における距離の平均,1166.0,合算地,3500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Obama,Ford,2000,45801,4,4
,Coolidge,Carter,1000,74801,2,3
,Madison,Bush,2000,26400,5,5
,Polk,Garfield,500,336001,1,1
,Arthur,Truman,3500,309801,1,2
,総取引における距離の平均,1800.0,合算地,9000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,8,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Arthur,1500,2,1,1
,Truman,Taylor,1000,2,2,2
,Ford,Hoover,1000,2,3,3
,Carter,Nixson,1500,2,4,4
,Tyler,Johnson,2500,2,4,6
,Lincoln,Eisenhower,3500,2,6,7
,Garfield,Kennedy,2000,2,5,5
,総取引における距離の平均,1857.0,合算地,13000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Washington,2000,2,1,6
,Nixson,Harrison,3000,2,1,1
,Hoover,Lincoln,2000,2,2,2
,Monroe,Clinton,2000,2,6,6
,Taylor,Buren,3000,2,3,3
,Buchanan,Tyler,3000,2,4,7
,総取引における距離の平均,2500.0,合算地,15000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
