,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,1950.0,合算地,19500,何番目に好きな人に売れたの平均,6.0,何番目に好きな人から買えたの平均,4.0
,売りたい家の数,15,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Reagan,Jefferson,1000,69801,5,6
,Taft,Buren,2000,193301,4,4
,Clinton,Hayes,3500,348001,1,1
,Obama,Washington,3000,45801,6,7
,Tyler,Adams,1500,312800,1,1
,Fillmore,Monroe,1500,168001,5,1
,Harrison,Buchanan,2500,309801,3,3
,総取引における距離の平均,2142.0,合算地,15000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,9,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Lincoln,3000,108001,4,5
,Roosevelt,Obama,2000,108001,2,5
,Adams,Hoover,1000,232701,2,2
,Jefferson,Nixson,2500,45801,6,7
,Monroe,Kennedy,3000,108001,1,1
,Buren,Ford,1500,94401,6,6
,Buchanan,Carter,1000,247901,1,1
,総取引における距離の平均,2000.0,合算地,14000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,6,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Truman,2000,94400,2,3
,Lincoln,Madison,1000,108001,2,2
,総取引における距離の平均,1500.0,合算地,3000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Truman,Coolidge,2000,257501,2,2
,Ford,Johnson,2000,115200,1,3
,Madison,Eisenhower,2500,26401,3,6
,Pierce,Taylor,500,309801,1,1
,Grant,Roosevelt,3500,74801,1,1
,Garfield,Bush,2500,33801,2,5
,総取引における距離の平均,2166.0,合算地,13000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,4,買いたい家の数,7,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Carter,500,257500,1,3
,Coolidge,Pierce,2500,74801,1,4
,Taylor,Garfield,5000,264801,1,2
,Mckinley,Grant,1000,302401,1,1
,総取引における距離の平均,2250.0,合算地,9000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,6,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Nixson,1000,245000,1,2
,Eisenhower,Hoover,1500,158801,1,4
,Reagan,Taft,1000,69801,3,6
,Carter,Mckinley,2000,302401,1,1
,Washington,Jackson,2000,97001,2,5
,Fillmore,Obama,1000,168001,1,3
,総取引における距離の平均,1416.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Reagan,500,108001,2,6
,Nixson,Buren,2500,309801,1,7
,Taft,Monroe,2000,193301,4,5
,Clinton,Tyler,1000,348001,1,1
,Jackson,Fillmore,1000,198001,2,4
,Polk,Jefferson,3500,336001,2,2
,Cleveland,Washington,3500,33801,1,8
,総取引における距離の平均,2000.0,合算地,14000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,11,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Buchanan,3000,94401,3,5
,Obama,Hayes,3000,45801,1,6
,Adams,Polk,2000,232700,1,1
,Jefferson,Lincoln,1500,45801,4,7
,Monroe,Cleveland,2000,108001,3,3
,Tyler,Harrison,1500,312801,1,1
,Buren,Arthur,1500,94401,1,4
,総取引における距離の平均,2071.0,合算地,14500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,8,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Johnson,1000,108000,4,7
,Ford,Kennedy,1500,115201,4,5
,Buchanan,Adams,1500,247901,3,6
,Lincoln,Adams,1000,108001,4,6
,Grant,Truman,3000,74801,1,8
,Hayes,Clinton,3500,218701,4,4
,Arthur,Pierce,4000,309801,1,1
,Harrison,Madison,2000,309801,2,2
,総取引における距離の平均,2187.0,合算地,17500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,5,買いたい家の数,7,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Coolidge,Bush,1500,74800,4,4
,Adams,Grant,1500,232701,2,3
,Madison,Ford,1000,26401,2,5
,Taylor,Roosevelt,1500,264801,1,2
,Pierce,Mckinley,2500,309801,1,1
,総取引における距離の平均,1600.0,合算地,8000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,5,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Washington,2000,1,3,3
,Truman,Garfield,4000,2,1,1
,Mckinley,Taylor,3000,2,2,2
,総取引における距離の平均,3000.0,合算地,9000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Jackson,2500,2,1,5
,Hoover,Coolidge,500,2,2,3
,Clinton,Polk,500,2,1,4
,Washington,Cleveland,3500,2,1,1
,Garfield,Fillmore,1500,2,2,3
,総取引における距離の平均,1700.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
