,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,総取引における距離の平均,2166.0,合算地,19500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,16,買いたい家の数,10,
,売れた家の数,10,買えた家の数,10,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Jefferson,2500,245001,1,4
,Coolidge,Grant,2000,74801,4,10
,Washington,Clinton,3500,97001,4,8
,Monroe,Madison,500,108001,2,6
,Buren,Hoover,1500,94400,2,9
,Buchanan,Taylor,1000,247901,3,3
,Lincoln,Hoover,2000,108001,1,9
,Hayes,Adams,2000,218701,3,5
,Arthur,Carter,2500,309801,1,1
,Harrison,Mckinley,500,309801,2,2
,総取引における距離の平均,1800.0,合算地,18000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,6,買いたい家の数,7,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Hoover,Roosevelt,1000,257501,3,1
,Ford,Kennedy,1500,115201,3,4
,Carter,Taft,1000,302401,2,2
,Clinton,Tyler,1000,348001,1,5
,Obama,Eisenhower,1500,45801,5,6
,総取引における距離の平均,1200.0,合算地,6000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,4,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Truman,2500,309801,1,4
,Taft,Ford,1500,193301,3,3
,Tyler,Obama,500,312801,1,1
,総取引における距離の平均,1500.0,合算地,4500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,6,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Nixson,1000,108000,1,2
,Truman,Garfield,4000,257501,1,1
,Grant,Jackson,500,74801,3,3
,総取引における距離の平均,1833.0,合算地,5500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Adams,Taylor,2500,232701,1,2
,Jackson,Polk,2000,198001,3,3
,Garfield,Jefferson,4000,33800,1,4
,Cleveland,Madison,2500,33801,1,5
,Mckinley,Fillmore,1500,302401,1,1
,総取引における距離の平均,2500.0,合算地,12500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,12,買いたい家の数,11,
,売れた家の数,11,買えた家の数,11,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Pierce,2000,108001,4,6
,Reagan,Adams,1500,69801,6,9
,Coolidge,Cleveland,1000,74801,2,8
,Washington,Mckinley,2500,97001,3,1
,Jefferson,Buren,2000,45801,5,10
,Madison,Monroe,500,26401,1,11
,Polk,Mckinley,2500,336001,1,1
,Fillmore,Hayes,2000,168001,3,4
,Taylor,Harrison,3500,264801,2,2
,Buchanan,Arthur,3500,247901,1,1
,総取引における距離の平均,2100.0,合算地,21000,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,10,
,売れた家の数,9,買えた家の数,9,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Buchanan,3000,94401,3,1
,Hoover,Carter,500,257501,5,5
,Monroe,Obama,1500,108001,7,7
,Buren,Roosevelt,2500,94401,3,8
,Pierce,Buchanan,500,309801,1,1
,Hayes,Reagan,3500,218701,6,6
,Arthur,Washington,4000,309801,2,2
,Harrison,Coolidge,1500,309801,3,3
,総取引における距離の平均,2125.0,合算地,17000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,7,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Johnson,500,158800,1,6
,Taft,Hoover,500,193301,4,5
,Carter,Lincoln,1500,302401,1,1
,Clinton,Bush,1500,348001,1,1
,Obama,Kennedy,1500,45801,3,7
,Buchanan,Ford,1500,247901,3,4
,Mckinley,Tyler,2000,302401,2,3
,総取引における距離の平均,1285.0,合算地,9000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,4,買いたい家の数,6,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Ford,Taft,1500,115201,2,2
,Tyler,Clinton,1000,312801,1,4
,Lincoln,Bush,3000,108001,3,3
,Grant,Clinton,3000,74801,3,4
,総取引における距離の平均,2125.0,合算地,8500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,4,買いたい家の数,4,
,売れた家の数,4,買えた家の数,4,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Eisenhower,500,108000,4,4
,Clinton,Grant,3000,348001,1,1
,Adams,Nixson,2000,232701,1,2
,Jackson,Truman,2500,198001,2,3
,総取引における距離の平均,2000.0,合算地,8000,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,9,買いたい家の数,6,
,売れた家の数,6,買えた家の数,6,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Garfield,1500,2,1,2
,Truman,Taylor,1000,2,2,1
,Polk,Jefferson,3500,2,3,4
,Fillmore,Washington,3000,2,2,5
,Cleveland,Jackson,1500,2,3,6
,総取引における距離の平均,2100.0,合算地,10500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,11,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Polk,1500,2,5,8
,Roosevelt,Adams,2000,2,1,7
,Washington,Harrison,3000,2,1,1
,Jefferson,Cleveland,3000,2,2,2
,Madison,Hayes,2000,2,3,3
,Taylor,Pierce,500,2,4,1
,Garfield,Fillmore,1500,2,5,5
,Arthur,Monroe,2500,2,6,8
,総取引における距離の平均,2000.0,合算地,16000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
