,売りたい家の数,0,買いたい家の数,0,
,売れた家の数,0,買えた家の数,0,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Reagan,1500,245001,1,5
,Taft,Adams,1500,193301,1,7
,Carter,Lincoln,1500,302401,2,2
,Washington,Clinton,3500,97001,3,9
,Madison,Obama,2000,26401,3,12
,Fillmore,Polk,1000,168001,2,8
,Buren,Ford,1500,94401,2,10
,Buchanan,Truman,2000,247901,3,4
,Hayes,Nixson,4000,218701,2,6
,Garfield,Grant,3000,33801,4,11
,Arthur,Grant,2500,309801,1,11
,Mckinley,Pierce,2500,302401,3,3
,総取引における距離の平均,2208.0,合算地,26500,何番目に好きな人に売れたの平均,7.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,7,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Nixson,Buren,2500,309801,2,3
,Hoover,Garfield,2500,257501,4,5
,Truman,Roosevelt,500,257501,4,4
,Clinton,Garfield,1000,348001,1,5
,Adams,Eisenhower,2500,232701,1,6
,Pierce,Taft,2500,309801,3,3
,Grant,Kennedy,4000,74801,3,7
,総取引における距離の平均,2214.0,合算地,15500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,3,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Hoover,1000,108001,1,1
,Garfield,Bush,2500,33800,2,2
,総取引における距離の平均,1750.0,合算地,3500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,4,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Bush,Tyler,1500,108001,1,1
,Reagan,Jefferson,1000,69800,1,2
,総取引における距離の平均,1250.0,合算地,2500,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,10,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Taylor,2000,158801,1,3
,Coolidge,Polk,1500,74801,4,4
,Jefferson,Lincoln,1500,45801,2,5
,Jackson,Monroe,500,198000,1,2
,Tyler,Cleveland,1000,312801,1,1
,総取引における距離の平均,1300.0,合算地,6500,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,15,買いたい家の数,8,
,売れた家の数,8,買えた家の数,8,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Madison,Jackson,1000,26401,3,8
,Monroe,Buchanan,1000,108001,3,5
,Polk,Mckinley,2500,336001,1,1
,Fillmore,Hayes,2000,168001,2,4
,Taylor,Arthur,4500,264801,2,1
,Lincoln,Coolidge,1500,108001,4,6
,Cleveland,Buren,1000,33801,2,7
,Harrison,Washington,3000,309801,1,2
,総取引における距離の平均,2062.0,合算地,16500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,10,買いたい家の数,10,
,売れた家の数,10,買えた家の数,10,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Kennedy,Harrison,3500,94401,6,10
,Nixson,Grant,3500,309801,1,1
,Carter,Johnson,2500,302400,1,5
,Washington,Truman,500,97001,7,8
,Buren,Reagan,2000,94401,9,10
,Pierce,Taft,2500,309801,1,3
,Buchanan,Madison,500,247901,4,6
,Hayes,Adams,2000,218701,5,1
,Arthur,Harrison,1000,309801,1,10
,Mckinley,Fillmore,1500,302401,3,4
,総取引における距離の平均,1950.0,合算地,19500,何番目に好きな人に売れたの平均,5.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,7,買いたい家の数,8,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Taft,Nixson,500,193301,5,5
,Truman,Carter,1000,257501,3,3
,Clinton,Pierce,3500,348001,1,1
,Obama,Garfield,1500,45801,7,7
,Adams,Ford,1000,232701,4,4
,Grant,Kennedy,4000,74801,1,6
,総取引における距離の平均,1916.0,合算地,11500,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
,売りたい家の数,5,買いたい家の数,5,
,売れた家の数,5,買えた家の数,5,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Roosevelt,Eisenhower,500,108001,1,3
,Reagan,Johnson,1500,69800,2,4
,Ford,Clinton,2500,115201,2,2
,Garfield,Hoover,2500,33801,2,5
,Harrison,Obama,2000,309801,1,1
,総取引における距離の平均,1800.0,合算地,9000,何番目に好きな人に売れたの平均,3.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,7,買いたい家の数,2,
,売れた家の数,2,買えた家の数,2,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Johnson,Jefferson,2500,245000,2,2
,Hoover,Tyler,1500,257501,1,1
,総取引における距離の平均,2000.0,合算地,4000,何番目に好きな人に売れたの平均,1.0,何番目に好きな人から買えたの平均,1.0
,売りたい家の数,9,買いたい家の数,3,
,売れた家の数,3,買えた家の数,3,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Eisenhower,Taylor,2000,1,3,3
,Jefferson,Cleveland,3000,2,1,1
,Tyler,Lincoln,2500,2,2,2
,総取引における距離の平均,2500.0,合算地,7500,何番目に好きな人に売れたの平均,2.0,何番目に好きな人から買えたの平均,2.0
,売りたい家の数,11,買いたい家の数,7,
,売れた家の数,7,買えた家の数,7,
,買い取りする家,売る家,そこまでの距離,売買価格,何番目に好きな人から買えた,何番目に好きな人に売れた
,Coolidge,Washington,2500,2,2,7
,Monroe,Madison,500,2,5,6
,Polk,Jackson,2000,2,4,1
,Buren,Arthur,1500,2,5,7
,Lincoln,Hayes,1000,2,2,1
,Cleveland,Pierce,3500,2,3,3
,総取引における距離の平均,1833.0,合算地,11000,何番目に好きな人に売れたの平均,4.0,何番目に好きな人から買えたの平均,3.0
